customer_id,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,split,has_international_plan,has_voice_mail_plan,total_minutes,total_calls,total_charges,avg_charge_per_minute,support_call_rate,high_service_calls,usage_intensity,customer_value_segment,rule_based_churn_risk_score,rule_based_churn_risk_level
CUST_002734,DE,148,415,No,No,0,124.4,83,21.15,179.7,81,15.27,253.0,99,11.39,11.3,6,3.05,0,0,test,0,0,568.4,269,50.86,0.0894792399718508,0.0,0,medium_usage,low_value,10,low
CUST_002735,MS,77,408,No,No,0,230.0,87,39.1,103.2,138,8.77,309.6,136,13.93,11.3,3,3.05,2,0,test,0,0,654.0999999999999,364,64.85000000000001,0.0991438617948326,0.0259740259740259,0,high_usage,high_value,10,low
CUST_002736,NC,135,415,No,No,0,201.8,81,34.31,225.0,114,19.13,204.4,82,9.2,10.3,6,2.78,1,0,test,0,0,641.5,283,65.42,0.1019797349961028,0.0074074074074074,0,high_usage,high_value,10,low
CUST_002737,SD,87,415,No,Yes,21,214.0,113,36.38,180.0,114,15.3,134.5,82,6.05,10.6,5,2.86,0,0,test,0,1,539.1,314,60.59,0.1123910220738267,0.0,0,low_usage,medium_value,0,low
CUST_002738,NH,54,510,No,No,0,210.5,102,35.79,204.5,83,17.38,127.8,53,5.75,8.5,5,2.3,1,0,test,0,0,551.3,243,61.22,0.1110466170868855,0.0185185185185185,0,low_usage,medium_value,10,low
CUST_002739,MA,35,415,No,No,0,105.6,129,17.95,258.2,129,21.95,213.1,77,9.59,8.7,3,2.35,0,0,test,0,0,585.6,338,51.84,0.0885245901639344,0.0,0,medium_usage,low_value,10,low
CUST_002740,TX,84,408,No,No,0,138.6,102,23.56,199.0,93,16.92,204.1,137,9.18,7.8,4,2.11,0,0,test,0,0,549.5,336,51.77,0.0942129208371246,0.0,0,low_usage,low_value,10,low
CUST_002741,OR,94,415,No,No,0,234.4,103,39.85,279.3,109,23.74,234.2,121,10.54,2.0,2,0.54,1,1,test,0,0,749.9000000000001,335,74.67,0.0995732764368582,0.0106382978723404,0,high_usage,high_value,25,low
CUST_002742,UT,96,408,No,Yes,26,145.8,108,24.79,192.2,89,16.34,165.1,96,7.43,9.9,2,2.67,1,0,test,0,1,513.0,295,51.23,0.0998635477582846,0.0104166666666666,0,low_usage,low_value,0,low
CUST_002743,NV,64,415,No,No,0,97.2,80,16.52,186.2,90,15.83,189.0,92,8.5,10.4,6,2.81,2,0,test,0,0,482.8,268,43.66,0.0904308202154101,0.03125,0,low_usage,low_value,10,low
CUST_002744,NE,85,415,No,No,0,259.8,85,44.17,242.3,117,20.6,168.8,72,7.6,5.4,1,1.46,0,0,test,0,0,676.3000000000001,275,73.83,0.1091675292030164,0.0,0,high_usage,high_value,25,low
CUST_002745,AZ,117,408,No,No,0,239.9,84,40.78,174.8,106,14.86,209.5,93,9.43,9.8,2,2.65,0,0,test,0,0,634.0,285,67.72,0.1068138801261829,0.0,0,high_usage,high_value,25,low
CUST_002746,DC,112,415,No,Yes,16,221.6,110,37.67,130.2,123,11.07,200.0,108,9.0,11.3,3,3.05,1,0,test,0,1,563.0999999999999,344,60.79,0.1079559580891493,0.0089285714285714,0,medium_usage,medium_value,0,low
CUST_002747,MA,129,510,Yes,No,0,192.9,131,32.79,185.5,101,15.77,205.2,130,9.23,10.9,4,2.94,1,0,test,1,0,594.4999999999999,366,60.73,0.1021530698065601,0.0077519379844961,0,medium_usage,medium_value,30,low
CUST_002748,AZ,140,408,No,No,0,173.2,91,29.44,196.8,106,16.73,209.3,128,9.42,11.2,5,3.02,3,0,test,0,0,590.5,330,58.61000000000001,0.0992548687552921,0.0214285714285714,0,medium_usage,medium_value,10,low
CUST_002749,MI,81,415,No,No,0,153.5,99,26.1,197.6,102,16.8,198.5,86,8.93,6.3,2,1.7,2,0,test,0,0,555.9,289,53.53000000000001,0.096294297535528,0.0246913580246913,0,medium_usage,low_value,10,low
CUST_002750,TX,70,510,No,No,0,59.5,103,10.12,257.2,106,21.86,208.3,86,9.37,11.1,6,3.0,0,0,test,0,0,536.1,301,44.35,0.0827271031523969,0.0,0,low_usage,low_value,10,low
CUST_002751,ID,79,510,No,Yes,21,264.3,79,44.93,202.8,118,17.24,173.4,92,7.8,6.3,3,1.7,4,0,test,0,1,646.8,292,71.67,0.1108070500927643,0.050632911392405,1,high_usage,high_value,50,medium
CUST_002752,AL,85,408,No,No,0,127.9,107,21.74,271.2,124,23.05,202.2,76,9.1,12.5,5,3.38,0,0,test,0,0,613.8,312,57.27,0.0933040078201368,0.0,0,medium_usage,medium_value,10,low
CUST_002753,SD,91,510,No,No,0,149.0,115,25.33,245.3,105,20.85,260.0,94,11.7,8.3,3,2.24,0,0,test,0,0,662.5999999999999,317,60.12,0.0907334741925747,0.0,0,high_usage,medium_value,10,low
CUST_002754,LA,149,415,No,Yes,20,198.9,77,33.81,274.0,88,23.29,190.7,76,8.58,14.3,9,3.86,1,0,test,0,1,677.8999999999999,250,69.54,0.1025815016964154,0.0067114093959731,0,high_usage,high_value,15,low
CUST_002755,AZ,60,415,No,No,0,98.2,88,16.69,180.5,69,15.34,223.6,69,10.06,9.3,2,2.51,2,0,test,0,0,511.6,228,44.6,0.0871774824081313,0.0333333333333333,0,low_usage,low_value,10,low
CUST_002756,RI,115,408,No,No,0,147.9,109,25.14,228.4,117,19.41,299.7,90,13.49,9.6,9,2.59,3,0,test,0,0,685.6,325,60.63,0.0884334889148191,0.0260869565217391,0,high_usage,medium_value,10,low
CUST_002757,OH,144,415,No,Yes,18,106.4,109,18.09,108.1,113,9.19,208.4,111,9.38,10.1,5,2.73,1,0,test,0,1,433.0,338,39.39,0.0909699769053117,0.0069444444444444,0,low_usage,low_value,0,low
CUST_002758,AZ,86,415,No,Yes,32,70.9,163,12.05,166.7,121,14.17,244.9,105,11.02,11.1,5,3.0,3,0,test,0,1,493.6,394,40.24,0.0815235008103727,0.0348837209302325,0,low_usage,low_value,0,low
CUST_002759,MI,139,415,No,Yes,20,214.6,101,36.48,235.1,132,19.98,162.8,132,7.33,14.8,12,4.0,0,0,test,0,1,627.3,377,67.78999999999999,0.1080663159572772,0.0,0,medium_usage,high_value,15,low
CUST_002760,NV,124,408,No,No,0,151.1,123,25.69,187.4,104,15.93,255.4,93,11.49,5.3,3,1.43,1,0,test,0,0,599.1999999999999,323,54.540000000000006,0.0910213618157543,0.0080645161290322,0,medium_usage,low_value,10,low
CUST_002761,MA,102,510,Yes,No,0,233.8,103,39.75,221.6,131,18.84,146.9,106,6.61,12.8,3,3.46,0,0,test,1,0,615.0999999999999,343,68.66,0.1116241261583482,0.0,0,medium_usage,high_value,45,medium
CUST_002762,IN,78,415,No,No,0,208.9,119,35.51,252.4,132,21.45,280.2,120,12.61,12.8,7,3.46,0,0,test,0,0,754.3,378,73.02999999999999,0.0968182420787484,0.0,0,high_usage,high_value,25,low
CUST_002763,AL,55,415,Yes,No,0,191.9,91,32.62,256.1,110,21.77,203.7,101,9.17,14.3,6,3.86,1,1,test,1,0,666.0,308,67.42,0.1012312312312312,0.0181818181818181,0,high_usage,high_value,45,medium
CUST_002764,RI,129,415,No,Yes,33,119.6,104,20.33,278.7,88,23.69,263.4,175,11.85,5.9,2,1.59,2,0,test,0,1,667.5999999999999,369,57.46,0.0860695026962252,0.0155038759689922,0,high_usage,medium_value,0,low
CUST_002765,ME,75,408,Yes,No,0,211.3,61,35.92,105.6,119,8.98,175.9,63,7.92,9.7,4,2.62,4,1,test,1,0,502.5,247,55.440000000000005,0.1103283582089552,0.0533333333333333,1,low_usage,medium_value,65,high
CUST_002766,SD,126,415,No,Yes,23,114.3,102,19.43,190.3,103,16.18,240.4,111,10.82,12.6,7,3.4,3,0,test,0,1,557.6,323,49.83,0.0893651362984218,0.0238095238095238,0,medium_usage,low_value,0,low
CUST_002767,MO,92,415,No,No,0,154.0,122,26.18,329.8,88,28.03,288.0,117,12.96,5.6,2,1.51,3,1,test,0,0,777.4,329,68.68,0.0883457679444301,0.0326086956521739,0,high_usage,high_value,25,low
CUST_002768,OK,52,408,No,No,0,214.7,68,36.5,158.6,138,13.48,123.4,114,5.55,9.4,4,2.54,2,0,test,0,0,506.0999999999999,324,58.07,0.1147401699268919,0.0384615384615384,0,low_usage,medium_value,10,low
CUST_002769,IL,87,510,No,No,0,231.3,105,39.32,171.7,108,14.59,67.7,136,3.05,13.0,6,3.51,1,0,test,0,0,483.7,355,60.46999999999999,0.1250155054786024,0.0114942528735632,0,low_usage,medium_value,10,low
CUST_002770,NJ,95,415,No,Yes,22,40.9,126,6.95,133.4,90,11.34,264.2,91,11.89,11.9,7,3.21,0,0,test,0,1,450.4,314,33.39,0.0741341030195382,0.0,0,low_usage,low_value,0,low
CUST_002771,LA,67,510,No,No,0,310.4,97,52.77,66.5,123,5.65,246.5,99,11.09,9.2,10,2.48,4,0,test,0,0,632.6,329,71.99000000000001,0.1138001896933291,0.0597014925373134,1,high_usage,high_value,60,medium
CUST_002772,OR,165,415,No,No,0,216.6,126,36.82,190.8,104,16.22,224.7,123,10.11,12.4,8,3.35,0,0,test,0,0,644.4999999999999,361,66.5,0.1031807602792862,0.0,0,high_usage,high_value,25,low
CUST_002773,RI,150,415,No,Yes,29,209.9,77,35.68,158.0,52,13.43,141.9,113,6.39,6.6,1,1.78,0,0,test,0,1,516.4,243,57.28,0.1109217660728117,0.0,0,low_usage,medium_value,0,low
CUST_002774,NC,26,415,No,No,0,234.5,109,39.87,216.5,129,18.4,191.6,94,8.62,3.5,6,0.95,3,0,test,0,0,646.1,338,67.84,0.1049992261259867,0.1153846153846153,0,high_usage,high_value,25,low
CUST_002775,MD,79,510,No,Yes,31,103.1,90,17.53,243.0,135,20.66,76.4,92,3.44,12.2,8,3.29,3,0,test,0,1,434.7,325,44.92,0.1033356337704163,0.0379746835443038,0,low_usage,low_value,0,low
CUST_002776,WI,69,510,Yes,No,0,279.8,90,47.57,248.7,91,21.14,171.0,118,7.69,8.4,10,2.27,2,1,test,1,0,707.9,309,78.67,0.1111315157508122,0.0289855072463768,0,high_usage,high_value,45,medium
CUST_002777,VT,95,510,Yes,Yes,41,136.8,91,23.26,200.8,61,17.07,133.7,67,6.02,10.3,9,2.78,5,1,test,1,1,481.6,228,49.13,0.1020141196013288,0.0526315789473684,1,low_usage,low_value,55,medium
CUST_002778,NY,157,415,No,No,0,224.5,111,38.17,200.7,99,17.06,116.6,118,5.25,11.5,2,3.11,2,0,test,0,0,553.3,330,63.59,0.1149286101572384,0.0127388535031847,0,low_usage,medium_value,10,low
CUST_002779,VT,80,415,No,No,0,160.6,103,27.3,237.0,109,20.15,245.1,88,11.03,10.7,1,2.89,1,0,test,0,0,653.4000000000001,301,61.370000000000005,0.0939240893786348,0.0125,0,high_usage,medium_value,10,low
CUST_002780,AZ,75,510,No,Yes,37,121.5,97,20.66,271.4,110,23.07,248.7,97,11.19,11.3,5,3.05,2,0,test,0,1,652.8999999999999,309,57.97,0.0887884821565324,0.0266666666666666,0,high_usage,medium_value,0,low
CUST_002781,WV,44,510,No,No,0,228.1,121,38.78,276.5,79,23.5,279.8,77,12.59,9.9,5,2.67,2,1,test,0,0,794.3000000000001,282,77.54,0.0976205463930504,0.0454545454545454,0,high_usage,high_value,25,low
CUST_002782,OK,101,408,No,No,0,89.7,118,15.25,260.1,79,22.11,170.1,93,7.65,13.5,11,3.65,5,1,test,0,0,533.4,301,48.66,0.0912260967379077,0.0495049504950495,1,low_usage,low_value,45,medium
CUST_002783,WI,117,408,No,Yes,14,80.2,81,13.63,219.0,103,18.62,122.6,102,5.52,8.6,2,2.32,1,0,test,0,1,430.4,288,40.09,0.0931459107806691,0.0085470085470085,0,low_usage,low_value,0,low
CUST_002784,PA,82,408,No,No,0,125.7,96,21.37,207.6,137,17.65,183.1,103,8.24,12.9,2,3.48,1,0,test,0,0,529.3,338,50.74,0.0958624598526355,0.0121951219512195,0,low_usage,low_value,10,low
CUST_002785,NY,39,408,No,No,0,160.4,68,27.27,102.6,103,8.72,235.3,106,10.59,9.1,5,2.46,2,0,test,0,0,507.4,282,49.04,0.0966495861253448,0.0512820512820512,0,low_usage,low_value,10,low
CUST_002786,NM,30,415,No,No,0,169.9,144,28.88,225.2,118,19.14,169.7,93,7.64,11.4,7,3.08,1,0,test,0,0,576.1999999999999,362,58.74,0.1019437695244706,0.0333333333333333,0,medium_usage,medium_value,10,low
CUST_002787,NC,63,415,No,Yes,29,142.3,107,24.19,118.7,56,10.09,240.1,91,10.8,6.6,8,1.78,1,0,test,0,1,507.7000000000001,262,46.86,0.0922986015363403,0.0158730158730158,0,low_usage,low_value,0,low
CUST_002788,WY,111,415,No,No,0,146.2,55,24.85,261.5,83,22.23,163.2,116,7.34,8.7,3,2.35,3,0,test,0,0,579.6,257,56.77,0.0979468599033816,0.027027027027027,0,medium_usage,medium_value,10,low
CUST_002789,PA,91,510,No,No,0,231.8,120,39.41,150.6,106,12.8,269.2,129,12.11,11.6,7,3.13,3,0,test,0,0,663.1999999999999,362,67.44999999999999,0.1017038600723763,0.0329670329670329,0,high_usage,high_value,25,low
CUST_002790,NV,105,415,Yes,Yes,29,220.7,82,37.52,217.7,110,18.5,190.5,100,8.57,13.2,6,3.56,1,1,test,1,1,642.1,298,68.15,0.1061361158698022,0.0095238095238095,0,high_usage,high_value,35,medium
CUST_002791,WA,166,408,Yes,Yes,35,128.2,138,21.79,274.5,113,23.33,298.9,130,13.45,8.8,7,2.38,2,0,test,1,1,710.3999999999999,388,60.95,0.0857967342342342,0.0120481927710843,0,high_usage,medium_value,20,low
CUST_002792,FL,79,510,No,No,0,130.2,119,22.13,290.9,121,24.73,194.8,140,8.77,14.0,6,3.78,3,0,test,0,0,629.9,386,59.41,0.0943165581838387,0.0379746835443038,0,high_usage,medium_value,10,low
CUST_002793,ME,105,408,No,Yes,33,209.6,68,35.63,146.9,140,12.49,121.0,131,5.44,10.6,3,2.86,2,0,test,0,1,488.1,342,56.42,0.1155910674042204,0.019047619047619,0,low_usage,medium_value,0,low
CUST_002794,LA,172,415,No,No,0,215.7,140,36.67,146.3,84,12.44,264.6,83,11.91,7.1,1,1.92,3,0,test,0,0,633.7,308,62.94,0.0993214454789332,0.0174418604651162,0,high_usage,medium_value,10,low
CUST_002795,KS,121,408,No,No,0,150.7,105,25.62,197.3,133,16.77,169.0,116,7.61,9.2,15,2.48,1,0,test,0,0,526.2,369,52.48,0.0997339414671227,0.0082644628099173,0,low_usage,low_value,10,low
CUST_002796,ND,88,415,No,No,0,161.5,92,27.46,173.5,108,14.75,206.2,95,9.28,7.9,4,2.13,2,0,test,0,0,549.1,299,53.620000000000005,0.097650701147332,0.0227272727272727,0,low_usage,low_value,10,low
CUST_002797,WV,153,408,No,Yes,28,235.6,74,40.05,227.9,37,19.37,170.3,103,7.66,15.4,9,4.16,0,0,test,0,1,649.1999999999999,223,71.24,0.1097350585335797,0.0,0,high_usage,high_value,15,low
CUST_002798,AR,54,415,No,Yes,39,206.9,143,35.17,127.8,72,10.86,199.2,120,8.96,9.2,1,2.48,3,0,test,0,1,543.1,336,57.47,0.1058184496409501,0.0555555555555555,0,low_usage,medium_value,0,low
CUST_002799,CA,79,510,No,No,0,157.6,85,26.79,194.1,92,16.5,231.5,86,10.42,9.4,10,2.54,5,1,test,0,0,592.6,273,56.25,0.0949206884913938,0.0632911392405063,1,medium_usage,medium_value,45,medium
CUST_002800,MN,55,415,No,No,0,175.6,147,29.85,161.8,118,13.75,289.5,55,13.03,9.3,4,2.51,0,0,test,0,0,636.1999999999999,324,59.14,0.0929581892486639,0.0,0,high_usage,medium_value,10,low
CUST_002801,MT,109,408,No,No,0,264.7,69,45.0,305.0,120,25.93,197.4,86,8.88,9.5,9,2.57,1,1,test,0,0,776.6,284,82.38,0.1060777749163018,0.0091743119266055,0,high_usage,high_value,25,low
CUST_002802,SD,65,408,No,Yes,31,282.3,70,47.99,152.0,89,12.92,225.5,93,10.15,12.0,4,3.24,1,0,test,0,1,671.8,256,74.3,0.1105983923786841,0.0153846153846153,0,high_usage,high_value,15,low
CUST_002803,MT,27,510,No,No,0,193.8,102,32.95,118.9,104,10.11,135.9,124,6.12,9.2,3,2.48,0,0,test,0,0,457.8,333,51.66,0.1128440366972477,0.0,0,low_usage,low_value,10,low
CUST_002804,WV,32,408,No,Yes,26,266.7,109,45.34,232.3,107,19.75,212.8,98,9.58,16.3,4,4.4,1,0,test,0,1,728.0999999999999,318,79.07000000000001,0.1085977200933937,0.03125,0,high_usage,high_value,15,low
CUST_002805,CT,3,415,No,Yes,36,118.1,117,20.08,221.5,125,18.83,103.9,89,4.68,11.9,6,3.21,2,0,test,0,1,455.4,337,46.8,0.1027667984189723,0.6666666666666666,0,low_usage,low_value,0,low
CUST_002806,DE,119,415,No,No,0,176.8,90,30.06,224.7,81,19.1,204.6,77,9.21,7.5,15,2.03,1,0,test,0,0,613.6,263,60.4,0.0984354628422425,0.0084033613445378,0,medium_usage,medium_value,10,low
CUST_002807,LA,43,415,No,No,0,241.9,101,41.12,129.4,121,11.0,264.8,104,11.92,5.9,3,1.59,1,0,test,0,0,642.0,329,65.63,0.102227414330218,0.0232558139534883,0,high_usage,high_value,10,low
CUST_002808,KS,116,510,No,No,0,189.5,90,32.22,189.8,118,16.13,205.8,83,9.26,13.1,2,3.54,1,0,test,0,0,598.2,293,61.14999999999999,0.1022233366766967,0.0086206896551724,0,medium_usage,medium_value,10,low
CUST_002809,WV,107,415,No,No,0,123.1,100,20.93,158.4,82,13.46,256.1,82,11.52,9.3,5,2.51,0,0,test,0,0,546.9,269,48.42,0.0885353812397147,0.0,0,low_usage,low_value,10,low
CUST_002810,ND,123,408,No,No,0,159.1,94,27.05,241.6,119,20.54,202.4,120,9.11,6.5,1,1.76,1,0,test,0,0,609.6,334,58.46,0.0958989501312335,0.008130081300813,0,medium_usage,medium_value,10,low
CUST_002811,AK,110,408,No,No,0,100.1,90,17.02,233.3,93,19.83,204.4,57,9.2,11.1,8,3.0,3,0,test,0,0,548.9,248,49.05,0.0893605392603388,0.0272727272727272,0,low_usage,low_value,10,low
CUST_002812,ME,176,415,No,No,0,223.2,76,37.94,214.4,131,18.22,154.4,80,6.95,10.1,2,2.73,3,0,test,0,0,602.1,289,65.84,0.1093506062115927,0.0170454545454545,0,medium_usage,high_value,10,low
CUST_002813,MN,13,510,No,Yes,21,315.6,105,53.65,208.9,71,17.76,260.1,123,11.7,12.1,3,3.27,3,0,test,0,1,796.7,302,86.38,0.1084222417472072,0.2307692307692307,0,high_usage,high_value,15,low
CUST_002814,KS,88,415,No,No,0,189.8,111,32.27,197.3,101,16.77,234.5,111,10.55,14.9,3,4.02,2,0,test,0,0,636.5,326,63.61,0.0999371563236449,0.0227272727272727,0,high_usage,medium_value,10,low
CUST_002815,NJ,92,510,No,Yes,29,155.4,110,26.42,188.5,104,16.02,254.9,118,11.47,8.0,4,2.16,3,0,test,0,1,606.8,336,56.06999999999999,0.0924027686222808,0.0326086956521739,0,medium_usage,medium_value,0,low
CUST_002816,WI,165,510,No,No,0,154.2,91,26.21,268.6,108,22.83,188.8,99,8.5,10.9,4,2.94,6,0,test,0,0,622.5,302,60.48,0.0971566265060241,0.0363636363636363,1,medium_usage,medium_value,45,medium
CUST_002817,AR,156,415,No,No,0,178.8,94,30.4,178.4,97,15.16,169.2,77,7.61,7.5,3,2.03,1,0,test,0,0,533.9000000000001,271,55.2,0.1033901479677842,0.0064102564102564,0,low_usage,medium_value,10,low
CUST_002818,WA,63,408,No,No,0,149.3,104,25.38,273.6,75,23.26,206.6,72,9.3,9.1,4,2.46,0,0,test,0,0,638.6,255,60.4,0.0945818979016598,0.0,0,high_usage,medium_value,10,low
CUST_002819,ID,83,415,Yes,Yes,32,94.7,111,16.1,154.4,98,13.12,200.4,109,9.02,10.6,6,2.86,2,0,test,1,1,460.1,324,41.1,0.0893284068680721,0.0240963855421686,0,low_usage,low_value,20,low
CUST_002820,VA,158,415,No,No,0,222.8,101,37.88,203.0,128,17.26,210.6,106,9.48,6.9,2,1.86,2,0,test,0,0,643.3,337,66.48,0.1033421420799005,0.0126582278481012,0,high_usage,high_value,10,low
CUST_002821,WV,115,510,Yes,No,0,249.9,95,42.48,242.5,104,20.61,151.7,121,6.83,15.3,6,4.13,1,1,test,1,0,659.3999999999999,326,74.05,0.112299059751289,0.008695652173913,0,high_usage,high_value,45,medium
CUST_002822,UT,103,510,No,Yes,36,87.2,92,14.82,169.3,110,14.39,166.7,80,7.5,10.9,5,2.94,6,1,test,0,1,434.1,287,39.65,0.0913384012900253,0.058252427184466,1,low_usage,low_value,35,medium
CUST_002823,NJ,64,415,No,No,0,224.8,111,38.22,190.0,101,16.15,221.4,110,9.96,9.2,2,2.48,1,0,test,0,0,645.4000000000001,324,66.81,0.1035171986365044,0.015625,0,high_usage,high_value,25,low
CUST_002824,MS,86,510,No,Yes,39,261.2,122,44.4,214.2,101,18.21,154.9,101,6.97,12.7,5,3.43,2,0,test,0,1,643.0,329,73.01,0.1135458786936236,0.0232558139534883,0,high_usage,high_value,15,low
CUST_002825,ME,151,415,No,Yes,26,196.5,98,33.41,175.8,111,14.94,221.8,124,9.98,13.4,5,3.62,0,0,test,0,1,607.5,338,61.95,0.1019753086419753,0.0,0,medium_usage,medium_value,0,low
CUST_002826,NM,87,510,Yes,No,0,167.3,119,28.44,198.5,119,16.87,133.1,88,5.99,11.0,6,2.97,1,0,test,1,0,509.9,332,54.27,0.1064326338497744,0.0114942528735632,0,low_usage,low_value,30,low
CUST_002827,TX,90,415,No,No,0,109.6,88,18.63,137.6,108,11.7,159.7,121,7.19,11.0,5,2.97,2,0,test,0,0,417.9,322,40.49,0.0968892079444843,0.0222222222222222,0,low_usage,low_value,10,low
CUST_002828,LA,108,510,No,Yes,30,276.6,99,47.02,220.1,113,18.71,177.9,95,8.01,9.8,6,2.65,2,0,test,0,1,684.4,313,76.39000000000001,0.1116160140268848,0.0185185185185185,0,high_usage,high_value,15,low
CUST_002829,TN,33,415,No,Yes,35,186.8,124,31.76,261.0,69,22.19,317.8,103,14.3,15.0,5,4.05,0,0,test,0,1,780.6,301,72.3,0.0926210607225211,0.0,0,high_usage,high_value,15,low
CUST_002830,WI,149,415,Yes,Yes,28,126.9,97,21.57,166.9,102,14.19,145.2,77,6.53,8.8,3,2.38,5,1,test,1,1,447.8,279,44.67,0.0997543546225993,0.0335570469798657,1,low_usage,low_value,55,medium
CUST_002831,MT,106,510,No,No,0,169.4,107,28.8,197.2,71,16.76,202.2,79,9.1,10.7,4,2.89,1,0,test,0,0,579.5,261,57.55,0.0993097497842968,0.0094339622641509,0,medium_usage,medium_value,10,low
CUST_002832,ND,167,408,Yes,No,0,219.1,100,37.25,242.9,90,20.65,168.9,101,7.6,10.1,4,2.73,2,0,test,1,0,641.0,295,68.23,0.1064430577223089,0.0119760479041916,0,high_usage,high_value,45,medium
CUST_002833,WI,35,510,No,Yes,27,241.7,87,41.09,142.0,101,12.07,288.9,68,13.0,9.4,4,2.54,1,0,test,0,1,681.9999999999999,260,68.7,0.100733137829912,0.0285714285714285,0,high_usage,high_value,15,low
CUST_002834,MO,107,415,No,Yes,22,281.1,83,47.79,143.7,130,12.21,239.4,128,10.77,11.2,9,3.02,1,0,test,0,1,675.4000000000001,350,73.78999999999999,0.1092537755404204,0.0093457943925233,0,high_usage,high_value,15,low
CUST_002835,AZ,92,415,Yes,Yes,45,281.1,88,47.79,198.0,103,16.83,94.3,76,4.24,7.5,3,2.03,0,0,test,1,1,580.9,270,70.89,0.1220347736271303,0.0,0,medium_usage,high_value,35,medium
CUST_002836,VT,38,415,No,No,0,137.8,86,23.43,286.3,76,24.34,167.0,77,7.52,14.1,3,3.81,2,0,test,0,0,605.2,242,59.1,0.0976536682088565,0.0526315789473684,0,medium_usage,medium_value,10,low
CUST_002837,VA,68,408,Yes,No,0,148.5,126,25.25,219.4,125,18.65,198.5,121,8.93,14.5,7,3.92,1,1,test,1,0,580.9,379,56.75,0.0976932346359098,0.0147058823529411,0,medium_usage,medium_value,30,low
CUST_002838,NE,123,510,No,No,0,194.0,118,32.98,242.0,114,20.57,146.3,108,6.58,12.1,4,3.27,1,0,test,0,0,594.4,344,63.4,0.1066621803499327,0.008130081300813,0,medium_usage,medium_value,10,low
CUST_002839,WA,75,510,No,Yes,41,130.9,115,22.25,203.4,110,17.29,171.7,68,7.73,12.4,4,3.35,1,0,test,0,1,518.4,297,50.62,0.0976466049382716,0.0133333333333333,0,low_usage,low_value,0,low
CUST_002840,NM,153,408,No,No,0,185.3,127,31.5,208.0,73,17.68,206.1,124,9.27,15.1,3,4.08,1,0,test,0,0,614.5,327,62.53,0.1017575264442636,0.0065359477124183,0,medium_usage,medium_value,10,low
CUST_002841,FL,143,415,No,No,0,119.1,117,20.25,287.7,136,24.45,223.0,100,10.04,12.2,4,3.29,0,0,test,0,0,642.0,357,58.03,0.0903894080996884,0.0,0,high_usage,medium_value,10,low
CUST_002842,SC,87,408,No,No,0,322.5,106,54.83,204.6,93,17.39,186.2,128,8.38,9.4,4,2.54,2,1,test,0,0,722.6999999999999,331,83.14,0.1150408191504082,0.0229885057471264,0,high_usage,high_value,25,low
CUST_002843,IN,100,510,No,No,0,216.2,107,36.75,215.6,84,18.33,138.4,127,6.23,10.2,3,2.75,0,0,test,0,0,580.4,321,64.06,0.1103721571330117,0.0,0,medium_usage,high_value,10,low
CUST_002844,FL,144,415,No,Yes,51,283.9,98,48.26,192.0,109,16.32,196.3,85,8.83,10.0,4,2.7,1,0,test,0,1,682.2,296,76.11,0.1115655233069481,0.0069444444444444,0,high_usage,high_value,15,low
CUST_002845,ND,70,415,No,Yes,31,125.9,101,21.4,196.4,102,16.69,252.7,75,11.37,10.3,4,2.78,1,0,test,0,1,585.3,282,52.24,0.0892533743379463,0.0142857142857142,0,medium_usage,low_value,0,low
CUST_002846,MA,136,408,Yes,No,0,199.6,89,33.93,211.4,96,17.97,72.4,84,3.26,11.0,4,2.97,3,1,test,1,0,494.4,273,58.13,0.1175768608414239,0.0220588235294117,0,low_usage,medium_value,30,low
CUST_002847,MO,120,415,No,Yes,24,212.7,73,36.16,257.5,103,21.89,227.8,119,10.25,9.7,13,2.62,2,0,test,0,1,707.7,308,70.92,0.1002119542178889,0.0166666666666666,0,high_usage,high_value,15,low
CUST_002848,WY,104,408,No,No,0,183.6,133,31.21,120.7,98,10.26,215.1,112,9.68,12.7,2,3.43,1,0,test,0,0,532.1,345,54.58,0.1025747040030069,0.0096153846153846,0,low_usage,low_value,10,low
CUST_002849,CA,75,510,No,Yes,38,163.6,132,27.81,146.7,113,12.47,345.8,115,15.56,13.1,3,3.54,3,0,test,0,1,669.1999999999999,363,59.38,0.0887328153018529,0.04,0,high_usage,medium_value,0,low
CUST_002850,NE,127,510,Yes,No,0,180.9,114,30.75,209.5,118,17.81,249.9,105,11.25,7.4,4,2.0,2,0,test,1,0,647.6999999999999,341,61.81,0.0954299830168288,0.0157480314960629,0,high_usage,medium_value,30,low
CUST_002851,ID,122,510,No,Yes,33,270.8,96,46.04,220.4,110,18.73,169.9,104,7.65,11.8,8,3.19,4,0,test,0,1,672.9,318,75.61,0.1123643929261405,0.0327868852459016,1,high_usage,high_value,50,medium
CUST_002852,VT,124,415,No,No,0,178.4,72,30.33,233.6,134,19.86,179.4,91,8.07,12.0,2,3.24,0,0,test,0,0,603.4,299,61.5,0.1019224395094464,0.0,0,medium_usage,medium_value,10,low
